"","Village_ID","Tree_number","Tree_type","Date_of_observation","Day","Month","Year","Camera_number","Tree_coordinates_east","Tree_coordinates_west","In_H","In_M","In_S","Out_H","Out_M","Out_S","DurStayT","DurContT","Way","Con_place","P_NP","Comments","Number_of_visits","Number_of_stays","Number_of_contaminations","AM_PM"
"170",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,11,37,19,11,37,22,3,2,1,2,0,NA,1,1,1,"PM"
"171",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,11,47,42,11,58,5,623,622,1,2,1,NA,1,1,1,"PM"
"172",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,12,5,44,12,7,2,78,77,1,2,0,NA,1,1,1,"AM"
"173",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,12,13,0,12,16,27,207,206,1,2,1,NA,1,1,1,"AM"
"174",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,12,42,43,12,46,41,238,237,1,2,1,NA,1,1,1,"AM"
"175",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,12,58,10,12,58,23,13,12,1,2,1,NA,1,1,1,"AM"
"176",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,12,58,51,1,0,20,89,88,1,2,0,NA,1,1,1,"AM"
"177",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,1,8,1,1,23,15,14,1,2,0,NA,1,1,1,"AM"
"178",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,1,34,1,1,36,2,1,1,2,0,NA,1,1,1,"AM"
"179",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,23,8,1,26,25,197,196,1,2,0,NA,1,1,1,"AM"
"180",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,23,8,1,23,21,13,12,1,2,0,NA,1,1,1,"AM"
"181",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,29,21,1,37,9,468,467,1,2,1,NA,1,1,1,"AM"
"182",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,29,52,1,29,58,6,5,1,2,0,NA,1,1,1,"AM"
"183",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,32,26,1,32,27,1,0,0,0,0,NA,1,0,0,"AM"
"184",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,41,32,1,43,37,125,124,1,2,0,NA,1,1,1,"AM"
"185",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,53,36,1,54,18,42,41,1,2,0,NA,1,1,1,"AM"
"186",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,1,54,36,1,55,16,40,39,1,2,0,NA,1,1,1,"AM"
"187",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,0,32,2,0,33,1,0,0,0,0,NA,1,0,0,"AM"
"188",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,1,56,2,1,57,1,0,0,0,0,NA,1,0,0,"AM"
"189",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,1,56,2,5,37,221,220,1,2,1,NA,1,1,1,"AM"
"190",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,13,8,2,13,9,1,0,0,0,0,NA,1,0,0,"AM"
"191",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,15,36,2,15,39,3,2,1,2,0,NA,1,1,1,"AM"
"192",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,20,47,2,24,36,229,228,1,2,0,NA,1,1,1,"AM"
"193",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,30,59,2,37,18,379,378,1,2,0,NA,1,1,1,"AM"
"194",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,40,53,2,40,54,1,0,0,0,0,NA,1,0,0,"AM"
"195",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,57,44,2,57,45,1,0,0,0,0,NA,1,0,0,"AM"
"196",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,2,58,46,2,59,55,69,68,1,2,0,NA,1,1,1,"AM"
"197",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,3,4,1,3,4,4,3,2,1,2,0,NA,1,1,1,"AM"
"198",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,3,13,0,3,13,3,3,2,1,2,0,NA,1,1,1,"AM"
"199",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,3,19,11,3,27,35,504,503,1,2,1,NA,1,1,1,"AM"
"200",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,3,39,0,3,39,1,1,0,0,0,0,NA,1,0,0,"AM"
"201",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,3,50,52,3,50,54,2,1,1,2,0,NA,1,1,1,"AM"
"202",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,4,5,44,4,36,20,1836,1835,1,2,1,NA,1,1,1,"AM"
"203",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,0,0,5,6,37,397,396,1,2,1,NA,1,1,1,"AM"
"204",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,13,40,5,13,41,1,0,0,0,0,NA,1,0,0,"AM"
"205",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,14,1,5,14,4,3,2,1,2,0,NA,1,1,1,"AM"
"206",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,15,19,5,15,56,37,36,1,2,0,NA,1,1,1,"AM"
"207",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,19,58,5,20,0,2,1,1,2,0,NA,1,1,1,"AM"
"208",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,31,20,5,31,23,3,2,1,2,0,NA,1,1,1,"AM"
"209",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,34,19,5,37,8,169,168,1,2,0,NA,1,1,1,"AM"
"210",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,38,51,5,38,52,1,0,0,0,0,NA,1,0,0,"AM"
"211",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,39,33,5,39,56,23,22,1,2,0,NA,1,1,1,"AM"
"212",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,45,1,5,46,29,88,87,1,2,0,NA,1,1,1,"AM"
"213",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,51,4,5,51,5,1,0,0,0,0,NA,1,0,0,"AM"
"214",1022,"1022.ICF1","Banana","10.1.12",10,1,2012,"7",24.02397,90.73903,5,53,36,5,57,47,251,250,1,2,0,NA,1,1,1,"AM"
"215",1022,"1022.ICF2","Guava","10.1.12",10,1,2012,"8",24.02788,90.73827,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,"missing"
"216",1024,"1023.ICF1","Star fruit","18.1.12",18,1,2012,"10",25.54267,88.95481,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"217",1024,"1023.ICF2","Jujube","18.1.12",18,1,2012,"9",25.54111,88.95614,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"218",1024,"1024ICF1","Jujube","03.02.2012",3,2,2012,"missing",25.31304,89.29521,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"219",1025,"1025.ICF1","Jujube","6.1.2012",6,1,2012,"10",24.49165,90.34942,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"220",1026,"1026.ICF1","Guava","3.1.12",3,1,2012,"7",23.56951,91.12216,12,4,14,12,4,19,5,4,2,2,2,NA,1,1,1,"AM"
"221",1026,"1026.ICF1","Guava","3.1.12",3,1,2012,"7",23.56951,91.12216,12,24,39,12,14,40,1,0,0,0,2,NA,1,0,0,"AM"
"222",1026,"1026.ICF2","Guava","3.1.12",3,1,2012,"8",23.56884,91.12501,9,28,29,9,28,39,10,9,2,0,1,NA,1,1,0,"PM"
"223",1026,"1026.ICF2","Guava","3.1.12",3,1,2012,"8",23.56884,91.12501,11,17,10,11,17,12,2,2,2,0,2,NA,1,1,0,"PM"
"224",1026,"1026.ICF2","Guava","3.1.12",3,1,2012,"8",23.56884,91.12501,11,17,54,11,18,12,18,17,2,2,2,NA,1,1,1,"PM"
"225",1028,"1028.ICF1","Jujube","1.2.2012",1,2,2012,"2",23.71043,89.57789,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"226",1028,"1028.ICF2","Jujube","1.2.2012",1,2,2012,"5",23.71049,89.58056,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"227",1029,"1029.ICF1","Guava","9.12.2011",9,12,2011,"11",23.85248,90.20518,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,1,0,0,"PM"
"228",1029,"1029.ICF2","Banana","9.12.2011",9,12,2011,"12",23.85204,90.21482,6,43,45,6,43,47,2,1,1,3,0,NA,1,1,1,"PM"
"229",1029,"1029.ICF2","Banana","9.12.2011",9,12,2011,"12",23.85204,90.21482,7,46,50,7,46,51,1,0,0,0,0,NA,1,0,0,"PM"
"230",1029,"1029.ICF2","Banana","9.12.2011",9,12,2011,"12",23.85204,90.21482,7,47,37,7,50,55,198,197,1,3,0,NA,1,1,1,"PM"
"231",1029,"1029.ICF2","Banana","9.12.2011",9,12,2011,"12",23.85204,90.21482,12,12,37,12,12,57,20,19,1,3,0,NA,1,1,1,"AM"
"232",1029,"1029.ICF2","Banana","9.12.2011",9,12,2011,"12",23.85204,90.21482,12,44,17,12,45,57,100,99,1,3,0,NA,1,1,1,"AM"
"233",1032,"1032.ICF7","Sapodilla","13.1.12",13,1,2012,"3",23.47777,89.10174,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"234",1032,"1032.ICF9","Sapodilla","13.1.12",13,1,2012,"4",23.47907,89.1031,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"235",1033,"1033.ICF1","Jujube","12.2.12",12,2,2012,"9",24.99725,89.0132,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"236",1036,"1036.ICF1","Jujube","18.1.2012",18,1,2012,"2",23.278,90.06953,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"237",1036,"1036.ICF2","Jujube","18.1.2012",18,1,2012,"5",23.28466,90.0692,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"238",1039,"1039.ICF1","Star fruit","25.12.2011",25,12,2011,"10",25.9128,89.34747,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"239",1041,"1041.ICF1","Guava","6.1.12",6,1,2012,"7",23.55857,91.17068,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"240",1041,"1041.ICF2","Guava","6.1.12",6,1,2012,"8",23.55641,91.17072,6,48,43,6,48,44,1,0,0,0,0,NA,1,0,0,"PM"
"241",1041,"1041.ICF2","Guava","6.1.12",6,1,2012,"8",23.55641,91.17072,8,21,5,8,21,6,1,0,0,0,0,NA,1,0,0,"PM"
"242",1041,"1041.ICF2","Guava","6.1.12",6,1,2012,"8",23.55641,91.17072,10,38,19,10,38,21,2,1,1,2,0,NA,1,1,0,"PM"
"243",1041,"1041.ICF2","Guava","6.1.12",6,1,2012,"8",23.55641,91.17072,10,40,37,10,41,8,31,30,1,2,0,NA,1,1,0,"PM"
